customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
3,121,clinic plus,2025-10-01,3,1.5,4,6.0
4,123,besan,2025-10-01,7,52,2,104
4,121,sugar,2025-10-01,2,50,7,350
1,122,besan,2025-10-01,5,52,10,520
15,121,refined oil,2025-10-01,3,110,9,990
10,123,besan,2025-10-01,8,52,4,208
16,122,besan,2025-10-01,6,52,6,312
9,122,quaker oats,2025-10-01,4,212,2,424
6,122,nutrella,2025-10-01,6,40,2,80
11,122,refined oil,2025-10-01,4,110,10,1100
16,123,besan,2025-10-01,9,52,9,468
13,123,sugar,2025-10-01,9,50,6,300
2,121,nutrella,2025-10-01,1,40,4,160
5,122,besan,2025-10-01,5,52,9,468
18,121,besan,2025-10-01,1,52,2,104
17,121,sugar,2025-10-01,1,50,3,150
7,121,quaker oats,2025-10-01,3,212,7,1484
6,122,sugar,2025-10-01,4,50,8,400
6,122,clinic plus,2025-10-01,6,1.5,5,7.5
3,121,nutrella,2025-10-01,2,40,4,160
11,122,nutrella,2025-10-01,6,40,9,360
19,121,maida,2025-10-01,1,20,10,200
16,122,nutrella,2025-10-01,5,40,6,240
3,123,clinic plus,2025-10-01,7,1.5,5,7.5
13,122,maida,2025-10-01,6,20,10,200
11,122,besan,2025-10-01,4,52,7,364
5,121,besan,2025-10-01,3,52,9,468
19,121,dantkanti,2025-10-01,2,100,4,400
20,121,dantkanti,2025-10-01,3,100,2,200
15,122,quaker oats,2025-10-01,6,212,8,1696
19,122,dantkanti,2025-10-01,5,100,9,900
3,121,dantkanti,2025-10-01,2,100,9,900
14,121,refined oil,2025-10-01,2,110,6,660
20,121,besan,2025-10-01,3,52,1,52
2,123,dantkanti,2025-10-01,8,100,1,100
1,121,refined oil,2025-10-01,3,110,8,880
5,123,refined oil,2025-10-01,8,110,9,990
9,123,clinic plus,2025-10-01,9,1.5,9,13.5
13,122,maida,2025-10-01,5,20,1,20
3,121,refined oil,2025-10-01,3,110,1,110
9,123,besan,2025-10-01,8,52,8,416
4,123,nutrella,2025-10-01,8,40,4,160
12,123,refined oil,2025-10-01,8,110,2,220
15,121,clinic plus,2025-10-01,1,1.5,1,1.5
19,121,clinic plus,2025-10-01,1,1.5,7,10.5
10,123,clinic plus,2025-10-01,7,1.5,5,7.5
12,123,maida,2025-10-01,7,20,7,140
9,123,besan,2025-10-01,7,52,4,208
9,123,besan,2025-10-01,7,52,8,416
19,121,nutrella,2025-10-01,2,40,3,120
17,123,maida,2025-10-01,8,20,5,100
14,122,maida,2025-10-01,5,20,9,180
11,123,nutrella,2025-10-01,9,40,1,40
19,123,maida,2025-10-01,8,20,2,40
19,122,dantkanti,2025-10-01,5,100,10,1000
16,122,clinic plus,2025-10-01,5,1.5,2,3.0
3,121,maida,2025-10-01,2,20,9,180
10,122,dantkanti,2025-10-01,4,100,1,100
1,123,nutrella,2025-10-01,8,40,5,200
3,121,refined oil,2025-10-01,2,110,8,880
20,123,clinic plus,2025-10-01,7,1.5,8,12.0
9,121,quaker oats,2025-10-01,2,212,6,1272
2,122,besan,2025-10-01,6,52,7,364
2,121,quaker oats,2025-10-01,1,212,10,2120
18,123,besan,2025-10-01,7,52,7,364
6,121,quaker oats,2025-10-01,2,212,7,1484
10,123,dantkanti,2025-10-01,9,100,4,400
4,121,nutrella,2025-10-01,1,40,8,320
1,122,clinic plus,2025-10-01,6,1.5,9,13.5
6,121,refined oil,2025-10-01,2,110,10,1100
7,122,dantkanti,2025-10-01,4,100,8,800
1,122,nutrella,2025-10-01,5,40,1,40
6,123,refined oil,2025-10-01,7,110,5,550
12,123,dantkanti,2025-10-01,8,100,7,700
1,122,dantkanti,2025-10-01,5,100,9,900
3,123,besan,2025-10-01,8,52,2,104
11,123,nutrella,2025-10-01,9,40,7,280
8,123,maida,2025-10-01,7,20,7,140
19,122,refined oil,2025-10-01,6,110,5,550
6,123,maida,2025-10-01,9,20,6,120
7,121,refined oil,2025-10-01,2,110,2,220
20,122,sugar,2025-10-01,4,50,10,500
12,123,clinic plus,2025-10-01,7,1.5,8,12.0
13,123,besan,2025-10-01,9,52,8,416
11,121,dantkanti,2025-10-01,3,100,7,700
15,123,maida,2025-10-01,9,20,4,80
6,123,quaker oats,2025-10-01,8,212,5,1060
7,121,quaker oats,2025-10-01,1,212,10,2120
7,122,besan,2025-10-01,5,52,5,260
19,121,besan,2025-10-01,3,52,1,52
10,122,besan,2025-10-01,5,52,1,52
6,122,dantkanti,2025-10-01,5,100,8,800
1,121,dantkanti,2025-10-01,2,100,2,200
12,123,nutrella,2025-10-01,9,40,8,320
2,122,refined oil,2025-10-01,6,110,3,330
17,122,nutrella,2025-10-01,5,40,8,320
4,121,dantkanti,2025-10-01,2,100,1,100
4,122,quaker oats,2025-10-01,6,212,1,212
9,122,sugar,2025-10-01,5,50,6,300
8,121,besan,2025-10-01,2,52,3,156
20,121,maida,2025-10-01,2,20,3,60
16,122,refined oil,2025-10-01,6,110,1,110
9,122,dantkanti,2025-10-01,6,100,6,600
6,122,sugar,2025-10-01,5,50,1,50
13,123,refined oil,2025-10-01,8,110,1,110
12,122,clinic plus,2025-10-01,6,1.5,10,15.0
12,121,quaker oats,2025-10-01,2,212,4,848
9,122,sugar,2025-10-01,5,50,10,500
6,121,quaker oats,2025-10-01,3,212,8,1696
8,123,dantkanti,2025-10-01,9,100,9,900
2,123,besan,2025-10-01,8,52,8,416
3,121,refined oil,2025-10-01,1,110,4,440
7,122,quaker oats,2025-10-01,4,212,7,1484
15,123,sugar,2025-10-01,9,50,2,100
9,122,clinic plus,2025-10-01,6,1.5,2,3.0
11,122,sugar,2025-10-01,6,50,7,350
8,122,nutrella,2025-10-01,5,40,6,240
19,121,clinic plus,2025-10-01,3,1.5,5,7.5
10,123,clinic plus,2025-10-01,7,1.5,6,9.0
5,122,nutrella,2025-10-01,6,40,5,200
7,121,clinic plus,2025-10-01,1,1.5,8,12.0
17,121,nutrella,2025-10-01,1,40,7,280
10,121,nutrella,2025-10-01,3,40,3,120
8,121,maida,2025-10-01,3,20,9,180
1,123,maida,2025-10-01,7,20,8,160
19,121,maida,2025-10-01,2,20,6,120
13,123,maida,2025-10-01,8,20,10,200
13,123,dantkanti,2025-10-01,8,100,6,600
12,123,refined oil,2025-10-01,8,110,6,660
5,122,refined oil,2025-10-01,6,110,9,990
10,121,refined oil,2025-10-01,3,110,10,1100
13,122,refined oil,2025-10-01,4,110,7,770
9,121,clinic plus,2025-10-01,3,1.5,2,3.0
19,122,clinic plus,2025-10-01,4,1.5,7,10.5
17,122,quaker oats,2025-10-01,5,212,5,1060
7,123,maida,2025-10-01,8,20,3,60
6,121,refined oil,2025-10-01,2,110,4,440
18,123,refined oil,2025-10-01,7,110,4,440
2,121,quaker oats,2025-10-01,2,212,5,1060
1,123,besan,2025-10-01,8,52,7,364
15,121,quaker oats,2025-10-01,3,212,5,1060
19,123,maida,2025-10-01,8,20,2,40
13,123,dantkanti,2025-10-01,7,100,4,400
17,121,dantkanti,2025-10-01,1,100,10,1000
10,121,refined oil,2025-10-01,3,110,7,770
13,123,quaker oats,2025-10-01,9,212,1,212
8,123,sugar,2025-10-01,8,50,5,250
18,123,dantkanti,2025-10-01,7,100,3,300
17,122,clinic plus,2025-10-01,5,1.5,10,15.0
12,123,maida,2025-10-01,9,20,6,120
13,123,sugar,2025-10-01,9,50,9,450
5,122,sugar,2025-10-01,5,50,10,500
6,122,sugar,2025-10-01,6,50,9,450
4,123,sugar,2025-10-01,8,50,3,150
2,123,besan,2025-10-01,7,52,8,416
19,123,refined oil,2025-10-01,8,110,7,770
10,122,refined oil,2025-10-01,4,110,3,330
20,121,clinic plus,2025-10-01,3,1.5,3,4.5
12,122,nutrella,2025-10-01,6,40,8,320
15,122,dantkanti,2025-10-01,4,100,5,500
1,123,maida,2025-10-01,8,20,3,60
10,123,clinic plus,2025-10-01,7,1.5,1,1.5
9,121,clinic plus,2025-10-01,2,1.5,10,15.0
3,122,clinic plus,2025-10-01,6,1.5,5,7.5
14,121,refined oil,2025-10-01,1,110,5,550
11,123,besan,2025-10-01,8,52,8,416
3,123,nutrella,2025-10-01,7,40,4,160
5,121,nutrella,2025-10-01,3,40,10,400
14,122,sugar,2025-10-01,4,50,7,350
7,122,sugar,2025-10-01,5,50,3,150
4,121,besan,2025-10-01,3,52,6,312
20,123,refined oil,2025-10-01,7,110,7,770
2,123,quaker oats,2025-10-01,9,212,9,1908
10,121,quaker oats,2025-10-01,1,212,1,212
19,123,besan,2025-10-01,8,52,3,156
19,123,sugar,2025-10-01,8,50,10,500
10,121,nutrella,2025-10-01,1,40,10,400
14,121,maida,2025-10-01,1,20,6,120
5,121,nutrella,2025-10-01,2,40,5,200
2,121,maida,2025-10-01,1,20,3,60
4,121,quaker oats,2025-10-01,2,212,2,424
14,121,clinic plus,2025-10-01,2,1.5,10,15.0
16,121,nutrella,2025-10-01,2,40,4,160
7,121,besan,2025-10-01,2,52,3,156
20,122,nutrella,2025-10-01,6,40,2,80
1,121,clinic plus,2025-10-01,1,1.5,1,1.5
9,122,clinic plus,2025-10-01,5,1.5,7,10.5
20,123,refined oil,2025-10-01,8,110,2,220
16,123,refined oil,2025-10-01,7,110,7,770
2,122,nutrella,2025-10-01,6,40,8,320
5,122,nutrella,2025-10-01,4,40,10,400
8,121,maida,2025-10-01,1,20,4,80
16,123,maida,2025-10-01,9,20,9,180
19,121,nutrella,2025-10-01,2,40,7,280
2,123,clinic plus,2025-10-01,7,1.5,10,15.0
4,122,maida,2025-10-01,5,20,5,100
13,123,maida,2025-10-01,9,20,8,160
15,122,besan,2025-10-01,4,52,10,520
7,123,nutrella,2025-10-01,8,40,7,280
20,122,besan,2025-10-01,4,52,1,52
3,123,refined oil,2025-10-01,7,110,4,440
19,122,sugar,2025-10-01,4,50,6,300
13,121,nutrella,2025-10-01,3,40,2,80
5,122,clinic plus,2025-10-01,4,1.5,10,15.0
10,122,refined oil,2025-10-01,6,110,5,550
5,123,nutrella,2025-10-01,7,40,4,160
13,122,maida,2025-10-01,5,20,9,180
12,123,nutrella,2025-10-01,8,40,3,120
7,121,sugar,2025-10-01,2,50,3,150
12,123,maida,2025-10-01,8,20,9,180
3,121,nutrella,2025-10-01,3,40,5,200
19,123,sugar,2025-10-01,7,50,9,450
18,122,besan,2025-10-01,6,52,4,208
9,123,refined oil,2025-10-01,7,110,1,110
11,121,sugar,2025-10-01,2,50,5,250
6,123,clinic plus,2025-10-01,8,1.5,7,10.5
8,122,refined oil,2025-10-01,5,110,5,550
20,121,quaker oats,2025-10-01,3,212,7,1484
3,123,sugar,2025-10-01,9,50,10,500
11,122,nutrella,2025-10-01,6,40,9,360
3,122,dantkanti,2025-10-01,6,100,3,300
10,123,clinic plus,2025-10-01,8,1.5,2,3.0
8,122,sugar,2025-10-01,6,50,7,350
1,122,clinic plus,2025-10-01,4,1.5,10,15.0
7,122,clinic plus,2025-10-01,4,1.5,6,9.0
12,121,nutrella,2025-10-01,2,40,2,80
14,121,refined oil,2025-10-01,1,110,6,660
14,121,sugar,2025-10-01,3,50,4,200
17,122,sugar,2025-10-01,4,50,6,300
11,122,quaker oats,2025-10-01,5,212,6,1272
16,123,besan,2025-10-01,8,52,7,364
9,122,nutrella,2025-10-01,5,40,3,120
8,122,refined oil,2025-10-01,6,110,10,1100
3,123,dantkanti,2025-10-01,8,100,8,800
9,122,quaker oats,2025-10-01,5,212,8,1696
3,123,besan,2025-10-01,9,52,6,312
4,121,quaker oats,2025-10-01,1,212,8,1696
10,122,quaker oats,2025-10-01,4,212,6,1272
10,122,nutrella,2025-10-01,5,40,1,40
5,123,refined oil,2025-10-01,8,110,6,660
17,122,sugar,2025-10-01,4,50,9,450
14,122,dantkanti,2025-10-01,6,100,10,1000
6,122,refined oil,2025-10-01,6,110,6,660
6,121,besan,2025-10-01,1,52,8,416
12,121,sugar,2025-10-01,3,50,7,350
14,123,maida,2025-10-01,8,20,4,80
8,121,dantkanti,2025-10-01,2,100,3,300
17,122,quaker oats,2025-10-01,5,212,2,424
4,122,dantkanti,2025-10-01,5,100,4,400
17,122,refined oil,2025-10-01,5,110,7,770
20,123,refined oil,2025-10-01,9,110,3,330
3,123,quaker oats,2025-10-01,7,212,5,1060
2,122,quaker oats,2025-10-01,5,212,7,1484
19,121,besan,2025-10-01,2,52,1,52
4,121,sugar,2025-10-01,3,50,10,500
10,123,dantkanti,2025-10-01,8,100,4,400
1,121,sugar,2025-10-01,3,50,4,200
16,123,besan,2025-10-01,9,52,1,52
9,123,clinic plus,2025-10-01,7,1.5,5,7.5
16,122,besan,2025-10-01,5,52,7,364
7,121,sugar,2025-10-01,3,50,8,400
19,122,clinic plus,2025-10-01,5,1.5,10,15.0
20,122,clinic plus,2025-10-01,4,1.5,5,7.5
11,122,nutrella,2025-10-01,5,40,5,200
16,123,sugar,2025-10-01,7,50,7,350
12,123,dantkanti,2025-10-01,7,100,3,300
6,122,clinic plus,2025-10-01,6,1.5,4,6.0
4,123,besan,2025-10-01,9,52,8,416
8,123,sugar,2025-10-01,9,50,9,450
8,121,clinic plus,2025-10-01,2,1.5,8,12.0
6,122,refined oil,2025-10-01,4,110,4,440
10,123,clinic plus,2025-10-01,9,1.5,4,6.0
12,122,nutrella,2025-10-01,6,40,1,40
2,123,clinic plus,2025-10-01,9,1.5,5,7.5
7,122,sugar,2025-10-01,5,50,1,50
4,121,nutrella,2025-10-01,3,40,10,400
15,121,sugar,2025-10-01,1,50,6,300
5,122,refined oil,2025-10-01,5,110,5,550
1,121,maida,2025-10-01,1,20,8,160
12,122,dantkanti,2025-10-01,6,100,9,900
4,123,besan,2025-10-01,8,52,9,468
10,121,dantkanti,2025-10-01,1,100,7,700
8,121,clinic plus,2025-10-01,1,1.5,4,6.0
10,122,besan,2025-10-01,5,52,7,364
7,123,clinic plus,2025-10-01,8,1.5,5,7.5
1,121,dantkanti,2025-10-01,1,100,1,100
5,121,refined oil,2025-10-01,3,110,2,220
14,121,maida,2025-10-01,3,20,2,40
20,121,refined oil,2025-10-01,1,110,6,660
11,121,maida,2025-10-01,2,20,3,60
17,122,nutrella,2025-10-01,4,40,2,80
11,121,maida,2025-10-01,2,20,2,40
16,122,dantkanti,2025-10-01,4,100,8,800
14,121,besan,2025-10-01,2,52,7,364
15,123,refined oil,2025-10-01,7,110,5,550
1,121,besan,2025-10-01,2,52,1,52
6,123,nutrella,2025-10-01,9,40,9,360
3,121,dantkanti,2025-10-01,3,100,9,900
6,122,refined oil,2025-10-01,5,110,6,660
17,121,maida,2025-10-01,2,20,2,40
16,123,refined oil,2025-10-01,9,110,5,550
13,121,clinic plus,2025-10-01,3,1.5,5,7.5
4,121,clinic plus,2025-10-01,1,1.5,6,9.0
15,122,nutrella,2025-10-01,5,40,3,120
20,123,clinic plus,2025-10-01,8,1.5,3,4.5
12,122,maida,2025-10-01,4,20,3,60
10,123,nutrella,2025-10-01,9,40,2,80
6,121,clinic plus,2025-10-01,3,1.5,6,9.0
18,123,besan,2025-10-01,7,52,7,364
16,123,besan,2025-10-01,9,52,8,416
6,121,dantkanti,2025-10-01,1,100,10,1000
9,123,maida,2025-10-01,9,20,8,160
7,122,maida,2025-10-01,6,20,7,140
3,122,dantkanti,2025-10-01,6,100,5,500
5,123,nutrella,2025-10-01,8,40,10,400
17,121,dantkanti,2025-10-01,2,100,3,300
16,121,besan,2025-10-01,3,52,8,416
9,122,clinic plus,2025-10-01,5,1.5,1,1.5
11,121,nutrella,2025-10-01,3,40,1,40
1,121,quaker oats,2025-10-01,2,212,5,1060
20,121,besan,2025-10-01,2,52,10,520
4,123,nutrella,2025-10-01,8,40,3,120
20,122,nutrella,2025-10-01,4,40,6,240
15,121,nutrella,2025-10-01,1,40,4,160
12,121,dantkanti,2025-10-01,2,100,2,200
2,122,sugar,2025-10-01,5,50,1,50
14,121,clinic plus,2025-10-01,2,1.5,6,9.0
8,123,maida,2025-10-01,7,20,8,160
1,123,clinic plus,2025-10-01,7,1.5,8,12.0
17,121,nutrella,2025-10-01,2,40,5,200
6,123,quaker oats,2025-10-01,7,212,8,1696
9,123,quaker oats,2025-10-01,7,212,10,2120
7,123,refined oil,2025-10-01,7,110,7,770
10,122,besan,2025-10-01,5,52,7,364
10,122,clinic plus,2025-10-01,6,1.5,6,9.0
18,121,besan,2025-10-01,2,52,8,416
4,122,refined oil,2025-10-01,6,110,3,330
16,121,clinic plus,2025-10-01,3,1.5,6,9.0
7,121,sugar,2025-10-01,3,50,3,150
5,123,refined oil,2025-10-01,7,110,3,330
12,121,maida,2025-10-01,3,20,1,20
17,123,nutrella,2025-10-01,8,40,7,280
12,121,refined oil,2025-10-01,2,110,2,220
16,121,sugar,2025-10-01,2,50,2,100
9,123,maida,2025-10-01,8,20,1,20
11,121,refined oil,2025-10-01,1,110,8,880
12,122,besan,2025-10-01,6,52,5,260
